CODIGO_E_NOME_DA_CARREIRA,VAGAS,INSCRITOS,AUSENTES,CONVOC_2_FASE,CONVOC_POR_VAGA,CORTE_MIN,MAX
515−Medicina Veterinária − Pirassununga,48,981,80,112,2.33,50,69
520−Nutrição,64,1209,143,138,2.16,47,70
525−Nutrição e Metabolismo − Ribeirão Preto,27,396,43,60,2.22,47,70
"530−Obstetrícia − USP Leste, SP",42,361,40,90,2.14,41,70
535−Odontologia,133,1498,146,304,2.29,46,69
540−Odontologia − Bauru,50,490,36,127,2.54,43,69
545−Odontologia − Ribeirão Preto,72,903,88,159,2.21,46,71
550−Psicologia,49,2930,389,126,2.57,62,88
555−Psicologia − Ribeirão Preto,32,1205,145,75,2.34,57,77
560−Saúde Pública,32,62,6,47,1.47,27,66
565−Terapia Ocupacional,25,176,27,58,2.32,39,60
570−Terapia Ocupacional − Ribeirão Preto,18,115,11,45,2.50,35,56
575−Zootecnia − Pirassununga,32,264,27,72,2.25,38,65
699−Treinamento Biológicas,300,4708,307,724,2.41,48,83
700−Ciências Biomoleculares − São Carlos,32,199,11,84,2.63,47,78
"705−Ciências da Natureza − USP Leste, SP",84,282,31,188,2.24,31,70
710−Computação,246,2763,272,605,2.46,51,83
715−Engenharia Aeronáutica − São Carlos,40,1052,95,111,2.78,67,89
720−Engenharia Ambiental − Lorena,30,192,16,70,2.33,40,57
725−Engenharia Ambiental − São Carlos,40,383,30,94,2.35,49,71
730−Engenharia Bioquímica − Lorena,30,206,20,78,2.60,47,70
735−Engenharia Civil − São Carlos,60,2018,248,142,2.37,60,80
740−Engenharia de Alimentos − Pirassununga,80,511,20,203,2.54,43,67
745−Engenharia de Biossistemas − Pirassununga,48,376,24,114,2.38,41,64
750−Engenharia de Materiais − Lorena,30,193,8,79,2.63,47,81
755−Engenharia de Materiais e Manufatura − São Carlos,50,307,11,133,2.66,50,80
760−Engenharia de Produção − Lorena,30,781,76,73,2.43,53,70
765−Engenharia Elétrica e de Computação − São Carlos,150,1929,179,379,2.53,56,84
770−Engenharia Física − Lorena,30,214,20,87,2.90,50,81
775−Engenharia na Escola Politécnica,870,10205,570,2345,2.70,60,90
780−Engenharia Química − Lorena,120,1400,119,293,2.44,53,86
785−Engenharia − São Carlos,150,2372,150,383,2.55,60,84
790−Fís. / Fís. Comput. / Meteor. / Geofís. / Astron. / Estatís. / Mat. / Mat. Apl.,484,2768,327,1201,2.48,45,82
795−Física Médica − Ribeirão Preto,34,157,13,79,2.32,39,72
800−Geologia,45,430,28,119,2.64,51,82
805−Informática Biomédica − Ribeirão Preto,36,131,12,86,2.39,35,62
810−Sistemas de Informação − São Carlos,28,278,32,67,2.39,46,78
815−Licenciatura em Ciências Exatas − São Carlos,35,87,8,65,1.86,27,67
820−Licenciatura em Geociências e Educação Ambiental,36,169,15,86,2.39,38,68
825−Licenciatura em Matemática / Física,250,841,83,600,2.40,33,78
830−Matemática Aplicada − Ribeirão Preto,45,157,10,105,2.33,33,77
840−Oceanografia,30,243,29,77,2.57,44,71
850−Química (Bacharelados) − Ribeirão Preto,54,329,19,125,2.31,44,76
855−Química − Bacharelado e Licenciatura,100,900,67,253,2.53,51,83
865−Química − Licenciatura − Ribeirão Preto,35,138,15,83,2.37,34,62
870−Química (Bacharelados) − São Carlos,60,361,16,143,2.38,45,71
999−Treinamento Exatas,300,4427,223,730,2.43,51,79
Total,10588,142724,13921,25967,2.45,,90
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
